"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
10175,"A suspicious process leveraged mshta in an attempt to download and execute a payload. Some malware abuses mshta to retrieve malicious scripts or executables from staging servers. Review the command line.",Unknown,MshtaDownload,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
10176,"A suspicious script appears to be launching a malicious payload stored in an environment variable. The environment variable might contain a path to a malicious executable or a secondary malicious script. Review the script.",Unknown,ScriptMaliciousEnvVar,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
10177,"A script launched that appears to be related to a reverse shell established with a remote system. Review the script and investigate the process tree.",Unknown,ScriptReverseShell,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
10178,"A script launched that appears to be related to a remote administration tool (RAT). Review the script.",Unknown,ScriptRAT,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
10179,"A script launched under a browser with an unusual command line. This might be a sign of a malicious drive-by download. Review the script.",Exploitation,BrowserToScript,"Follow Through","1698429517.0","drive_by_download","Web exploit",70,True,Execution,"Command and Scripting Interpreter"
10180,"A script launched with a command line often associated with cryptomining software. Malware might be leveraging the host to mine crypto currency. Review the script.",Unknown,ScriptCryptoMining,"Follow Through","1698430764.0","known_malware","Known malware",70,True,Execution,"Command and Scripting Interpreter"
10181,"Windows Management Instrumentation (WMI) launched an unexpected process. An adversary might be abusing WMI to carry out malicious commands. Review the process tree.",Unknown,WmiToUnexpectedProc,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10182,"Windows Management Instrumentation (WMI) launched an unusual rundll32 process. This was likely the result of a remote procedure call initiated from a malicious document in a different process tree. Investigate the process that initiated the remote procedure call.",Unknown,WmiRundll32,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10183,"A PowerShell process appears to be creating a Windows Management Instrumentation (WMI) class. Some adversaries store malicious payloads in WMI classes to maintain persistence. Review the process tree and delete the WMI class from the host.",Unknown,PShellWmiClass,"Follow Through","1698429517.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10184,"A process attempted to create a shell via wscript under Windows Management Instrumentation (WMI). An adversary can use the shell to execute commands remotely. Review the process tree.",Unknown,WmiWscriptShell,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Windows Management Instrumentation"
10185,"Wmic attempted to launch a likely malicious payload via an Extensible Stylesheet Language (XSL) file. An adversary can embed a call to execute an arbitrary script from an XSL file, bypassing Windows security features. Review the XSL file and investigate the process tree.",Unknown,WmicXSLFile,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion","XSL Script Processing"
10186,"Rundll32 launched a file with an unusual name. Some malware abuses rundll32 to launch malicious payloads. Investigate the command line arguments, as they likely reference the malicious payload.",Unknown,Rundll32LaunchUnusualFile,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rundll32
10187,"Rundll32 launched under an unusual ancestor. Some malware abuses rundll32 to launch malicious payloads. Review the command line and investigate any DLL found there.",Unknown,Rundll32UnusualAncestor,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rundll32
10188,"Rundll32 attempted to launch a script passed on the command line. Malware often abuses rundll32 to launch malicious payloads. Investigate the script and investigate the source of the rundll32 command.",Unknown,Rundll32LaunchScript,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rundll32
10189,"Rundll32 launched a file from an unusual path. Some malware abuses rundll32 to launch malicious payloads. Investigate the command line arguments, as they likely reference the malicious payload.",Unknown,Rundll32UnusualPath,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rundll32
10190,"Rundll32 launched with unusual arguments. This occasionally results from applications misusing rundll32, but it might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Review the command line and the process tree.",Unknown,Rundll32UnusualArgs,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Rundll32
10191,"A regsvr32 process appears to be related to a Squiblydoo attempt. Squiblydoo uses regsvr32 to pass a malicious script to scrobj.dll and registers a com object. Review the script passed to scrobj.dll on the command line.",Unknown,Squiblydoo,"Keep Access","1698429517.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Regsvr32
10192,"Regsvr32 launched with unusual arguments. An adversary might be abusing regsvr32 to load a malicious payload. Review the file passed to regsvr32.",Unknown,Regsvr32UnusualArgs,"Keep Access","1698430764.0","attacker_methodology","Attacker Methodology",70,True,"Defense Evasion",Regsvr32
10193,"Java executed with an unusual set of arguments. This might indicate a Java-based exploit. Review the command line.",Unknown,JavaUnusualArgs,"Follow Through","1698429517.0","suspicious_activity","Suspicious activity",70,True,Execution,"Exploitation for Client Execution"
10194,"A productivity application attempted to download a file using bitsadmin. A lure document might be attempting to download a malicious payload. Investigate the process tree.",Unknown,ProdAppBitsAdminDownload,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","BITS Jobs"
10195,"A process attempted to download a file using bitsadmin in an unusual way. The file might be a malicious payload. Investigate the process tree.",Unknown,BitsAdminDownload,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","BITS Jobs"
10196,"A process with an obfuscated command line appears to be using certutil to decode a malicious payload. Review the command line.",Unknown,ObfCertutilCmd,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Deobfuscate/Decode Files or Information"
10197,"For evaluation only - benign, no action needed.",Unknown,SampleTemplateDetection,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",30,True,Malware,"Malicious File"
10198,"Rapid Response: The activity is likely malicious in nature. Investigate the process tree.",Unknown,RapidResponse,"Falcon Detection Method","1698430764.0","known_malware","Known malware",70,True,"Falcon Overwatch","Malicious Activity"
10199,"Experimental detection.",Unknown,Experimental,"Falcon Detection Method","1698429517.0","known_malware","Known malware",70,False,"Falcon Overwatch","Malicious Activity"
10200,"A Java application attempted to kill tasks running on the host. This might be a Java-based remote administration tool (RAT) disabling security tools. Investigate the process initiating the task kills.",Unknown,JavaKillTasks,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Disable or Modify Tools"
10201,"A process attempted to uninstall the Falcon sensor using Windows Management Instrumentation (WMI). This is an unusual way to uninstall the sensor. If this is unexpected, review the process tree.",Unknown,WmiUninstallFalcon,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Disable or Modify Tools"
10202,"A process attempted to uninstall the Falcon sensor in an unusual way. If this is unexpected, it might be an adversary trying to disable the Falcon sensor. Review the process tree.",Unknown,UninstallFalcon,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Disable or Modify Tools"
10203,"A process loaded a DLL classified as malicious by machine learning. Review the DLLs the process loaded.",Unknown,LoadedMaliciousModuleML,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","DLL Side-Loading"
10204,"A process loaded a module associated with known malware. Malware might have hijacked a benign process and loaded the malicious module to evade detection. Review the DLLs the process loaded.",Unknown,LoadedMaliciousModule,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","DLL Side-Loading"
10205,"A process appears to have initiated self deletion. Malware might be removing artifacts to make it more difficult to detect. Investigate the process tree.",Unknown,SelfDeletion,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","File Deletion"
10206,"Mstsc launched with unusual arguments. Malware might be preparing to hollow out the process or abusing it to launch a malicious payload. It occasionally results from applications misusing mstsc. Review the command line and the process tree.",Unknown,MstscUnusualArgs,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10207,"VMware launched an unexpected child process. This might be malware hijacking vmware to evade detection. Investigate the process tree.",Unknown,VmwareUnexpectChild,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10208,"A file launched from a location previously associated with known malware, and its process exhibited suspicious behavior. Review the file.",Unknown,MalwareLocation,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10209,"Svchost launched with unusual arguments. This occasionally results from applications misusing svchost, but might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Investigate the process tree.",Unknown,SvchostUnusualArgs,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10210,"Mshta launched an HTML executable file (HTA) that triggered an unusual PowerShell process. Some adversaries use HTA files to launch malicious payloads. Investigate the process tree and review the HTA file.",Unknown,MshtaHTAPShell,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10211,"Microsoft Word used a remote procedure call (RPC) to launch Windows Management Instrumentation (WMI). This might be a malicious macro using RPC to evade detection by launching malicious activity under a process other then Microsoft Word. Review any documents opened in Word around the detect time and investigate the WMI process tree.",Unknown,WordRpcWmi,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10212,"Microsoft Word used a remote procedure call (RPC) to launch MSHTA. This might be a malicious macro using RPC to evade detection by launching malicious activity under a process other then Microsoft Word. Review any documents opened in Word around the detect time and investigate the WMI process tree.",Unknown,WordRpcMshta,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10213,"A browser appears to be mining cryptocurrency. Investigate the process tree.",Unknown,BrowserCryptoMining,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Indirect Command Execution"
10214,"A Java application copied a file to an unusual location. This might be a Java-based remote administration tool (RAT) moving components for later use. Investigate the process initiating the file copy.",Unknown,JavaCpUnusualLoc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10215,"A process appears to be masquerading as a system process by using the same or a similar name to existing system files. Review the executable.",Unknown,CloseToSysFile,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10216,"Java launched a file with two extensions, where one of the extensions is intended to disguise the file as a document. Investigate the process tree.",Unknown,JavaUnusualExt,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10217,"Svchost launched from an unusual location. If this is unexpected, investigate the parent process and the file.",Unknown,SvchostUnusualLoc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10218,"Spoolsv launched from an unusual location. If this is unexpected, investigate the parent process and the file.",Unknown,SpoolsvUnusualLoc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10219,"A process launched with a filename that's similar to a benign system filename. This might be to masquerade malware. Review the file.",Unknown,MasqueradeSysFile,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Masquerading
10220,"Mshta attempted to launch a likely malicious payload from a remote path. Review the command line.",Unknown,MshtaRemotePath,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Mshta
10221,"A suspicious script appears to be using obfuscation to evade detection. Obfuscated scripts are often associated with malicious activity. Review the script.",Unknown,ObfScript,"Follow Through","1698429517.0","evade_detection","Evade Detection",70,True,Execution,"Command and Scripting Interpreter"
10222,"A script launched from a suspicious directory with an unusual file name. These scripts are often associated with adware, but can be part of more serious malicious activity. Review the script.",Unknown,ScriptSuspDirFile,"Follow Through","1698430764.0","evade_detection","Evade Detection",70,True,Execution,"Command and Scripting Interpreter"
10223,"An autoit script appears to be launching a malicious payload. Some remote administration tools (RAT) evade detection using autoit. Review the script.",Unknown,AutoItMalware,"Follow Through","1698430764.0","evade_detection","Evade Detection",70,True,Execution,"Command and Scripting Interpreter"
10224,"A script launched with an unusual file extension. Often this is related to malware attempting to evade detection. Review the script.",Unknown,ScriptUnusualExt,"Follow Through","1698429517.0","evade_detection","Evade Detection",70,True,Execution,"Command and Scripting Interpreter"
10225,"An obfuscated command line attempted to launch an unusual script. Obfuscation is often used to evade detection. Review the script.",Unknown,ObfCmdToUnusualScript,"Follow Through","1698429517.0","evade_detection","Evade Detection",70,True,Execution,"Command and Scripting Interpreter"
10226,"Msiexec launched with unusual arguments. It occasionally results from applications misusing msiexec, but might be malware preparing to hollow out the process or abusing it to launch a malicious payload. Review the command line and the process tree.",Unknown,MsiexecUnusualArgs,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10227,"This is a no-action alert and isn't malicious. If you see this detection, please contact support@crowdstrike.com.",Unknown,EvadeDetectionNoAction,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,False,"Defense Evasion","Process Hollowing"
10228,"A service host process launched suspended under an unusual parent. This might indicate a malicious process preparing to inject into svchost for a malicious purpose. Investigate the process tree.",Unknown,SvchostUnexpectedParent,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10229,"A process unexpectedly launched a suspended explorer process. Malware might be preparing to hollow out explorer or abusing it to launch a malicious payload. Investigate the source of the suspended explorer process.",Unknown,ProcToSuspExplorer,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Hollowing"
10230,"A system process unexpectedly launched a child process. This might be malware hijacking a benign process to evade detection. Investigate the parent process and look for process injections.",Unknown,SysProcToUnexpected,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10231,"Lsass launched a child process. If this child process is unexpected, it might indicate malware hijacked lsass to evade detection or dump credentials. Investigate the process tree.",Unknown,LsassToChild,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10232,"A process injected into rundll32 and exhibited suspicious behaviors. Rundll32 is a common injection target for exploit kits and various malware. Investigate the process tree and the source of the injection.",Unknown,ProcInjectRundll32,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10233,"A process injected into spoolsv and exhibited suspicious behaviors. Spoolsv is a common injection target for exploit kits and various malware. Investigate the process tree and the source of the injection.",Unknown,ProcInjectSpoolsv,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10234,"A process injected into calc.exe. No really, it did. Go tell your pen testers we caught them.",Unknown,ProcInjectCalc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10235,"Microsoft Equation Editor launched an unexpected process, an indicator that malware is exploiting it to host a malicious process. Investigate the process tree, especially any child processes.",Unknown,EqEditToUnexpectProc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10236,"A process injected into msiexec. Msiexec is a common target for malicious injection by various malware families. Investigate the process tree and the source of the injection.",Unknown,ProcInjectMsiexec,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10237,"PowerShell injected into a system process. PowerShell-based exploits kits inject into system processes to evade detection. Investigate the process tree and the source of the injection.",Unknown,PShellInjectSysProc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10238,"A process reflectively loaded a DLL associated with the meterpreter exploit kit. Review the DLLs loaded into the process and investigate the process tree.",Unknown,ReflectLoadMeterDll,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10239,"A process injected into wsmprovhost. Wsmprovhost handles commands from remote hosts and some adversaries abuse it to perform malicious actions. Investigate the process tree and the source of the injection.",Unknown,ProcInjectWsmprovhost,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10240,"Svchost launched with an unusual call stack. This might indicate malware loading malicious code into the process. Investigate the process tree.",Unknown,SvchostUnusualCallStack,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10241,"Internet Explorer injected into a system process and exhibited suspicious behaviors. Malware often migrates from Internet Explorer to other processes to persist in an environment. Investigate the process tree.",Unknown,IEInjectSysProc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10242,"A system process injected into another system process and exhibited suspicious characteristics. Malware often moves laterally among benign system processes to evade detection. Investigate both the injector and injectee process trees.",Unknown,SysProcInjectSysProc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10243,"A productivity application injected into a system process. Malware often moves laterally among benign system processes to evade detection. Review the file open when the injection took place and investigate the process tree.",Unknown,ProdAppInjectSysProc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10244,"A process, launched from an unusual location, injected into a system process. Malware often moves laterally among benign system processes to evade detection. Investigate both the injector and injectee process trees.",Unknown,UnusualLocInjectSysProc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion","Process Injection"
10245,"Regsvr32 launched a suspended process. This might be malware hijacking system processes and launching suspended processes as hollowing targets. Investigate the process tree and the source of the injection.",Unknown,Regsvr32ToSuspProc,"Keep Access","1698429517.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Regsvr32
10246,"Rundll32 launched a suspended process. This might be malware hijacking system processes and launching suspended processes as hollowing targets. Investigate the process tree and the source of the injection.",Unknown,Rundll32ToSuspProc,"Keep Access","1698430764.0","evade_detection","Evade Detection",70,True,"Defense Evasion",Rundll32
10247,"A script attempted to discover a host's IP address with an unusual command line. Investigate the process that initiated the command line.",Unknown,DiscoverHostIp,Explore,"1698430764.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Network Configuration Discovery"
10248,"Nslookup was launched in an unusual way. An adversary might be using nslookup to map your environment or locate command and control. Investigate the process tree.",Unknown,UnusualNslookup,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",50,True,Discovery,"System Network Configuration Discovery"
10249,"A process launched an unusual command that might be related to botnet command and control communications. Investigate the process that launched this command.",Unknown,BotnetCommands,Explore,"1698429517.0","attacker_methodology","Attacker Methodology",70,True,Discovery,"System Network Configuration Discovery"
10250,"A process tree contains characteristics often associated with an adversary performing reconnaissance. This might be related to expected administrator activity. If this is unexpected, review the process tree.",Unknown,ReconCommands2,Explore,"1698430764.0","suspicious_activity","Suspicious activity",70,True,Discovery,"System Network Configuration Discovery"
10251,"A process associated with a known ransomware campaign launched. Investigate the host for signs of a ransomware attack.",Unknown,ProcRansomware,"Follow Through","1698429517.0",ransomware,ransomware,70,True,Impact,"Data Encrypted for Impact"
10252,"Rundll32 launched a file that shares characteristics with a known ransomware campaign. Investigate the host for signs of a ransomware attack.",Unknown,Rundll32Ransomware,"Follow Through","1698429517.0",ransomware,ransomware,70,True,Impact,"Data Encrypted for Impact"
10253,"An application installed itself along with other bundled software. This process is likely related to adware but might be malicious. Review the applications installed.",Unknown,BundledSoftwareAdware,"Falcon Detection Method","1698429517.0","known_malware","Known malware",30,True,Malware,Adware
10254,"A process launched with a filename, path, and/or arguments associated with known adware. If this activity is unexpected, review the file and investigate the host for other signs of adware.",Unknown,FilePathArgsAdware,"Falcon Detection Method","1698430764.0","known_malware","Known malware",30,True,Malware,Adware
10255,"A script launched with a filename, path, and/or arguments associated with known adware. If this activity is unexpected, review the file and investigate the host for other signs of adware.",Unknown,ScriptAdware,"Falcon Detection Method","1698430764.0","known_malware","Known malware",30,True,Malware,Adware
10256,"Svchost launched a file with a name or path associated with known malware. Review the file and investigate the process tree.",Unknown,SvchostKnownMalware,"Falcon Detection Method","1698430764.0","known_malware","Known malware",70,True,Malware,"Malicious File"
10257,"A process launched with an image filename or path associated with known malware. Review the file.",Unknown,FileNamePathKnownMalware,"Falcon Detection Method","1698429517.0","known_malware","Known malware",70,True,Malware,"Malicious File"
10258,"A process launched with a command line associated with known malware. Investigate the process tree.",Unknown,CommandLineKnownMalware,"Falcon Detection Method","1698430764.0","known_malware","Known malware",70,True,Malware,"Malicious File"
10259,"A process launched with a filename or path associated with a known banking Trojan. If this activity is unexpected, review the file and investigate the host for other signs of infection.",Unknown,FileNamePathBankingTrojan,"Falcon Detection Method","1698429517.0","known_malware","Known malware",70,True,Malware,"Malicious File"
10260,"A loader appears to be setting persistence by adding a script to a startup folder. These scripts are often used to load additional malicious payloads at startup. Review the script.",Unknown,ScriptStartupFolder,"Keep Access","1698429517.0","establish_persistence","Establish Persistence",70,True,Persistence,"Registry Run Keys / Startup Folder"
10261,"A suspicious Java application was added to an autorun registry key. This might be related to a Java-based remote administration tool (RAT) setting persistence. Investigate the process tree.",Unknown,JavaAsep,"Keep Access","1698430764.0","establish_persistence","Establish Persistence",70,True,Persistence,"Registry Run Keys / Startup Folder"
10262,"The Windows startup folder launched an unusual file. Malware might have previously set persistence by copying a malicious payload to the startup folder. Review the file.",Unknown,UnusualFileWindowsStartup,"Keep Access","1698430764.0","establish_persistence","Establish Persistence",70,True,Persistence,"Registry Run Keys / Startup Folder"
10263,"A Java application attempted to change the attributes of files to hide their presence. This might be a Java-based remote administration tool. Investigate the process initiating the attribute change.",Unknown,JavaChangeFileAttrib,"Keep Access","1698429517.0","establish_persistence","Establish Persistence",70,True,"Defense Evasion","Hide Artifacts"
10264,"A process appears to have launched from the recycle bin. Malware might be staging in the recycle bin to evade detection. Review the file.",Unknown,LaunchFromRecycleBin,"Keep Access","1698429517.0","establish_persistence","Establish Persistence",70,True,"Defense Evasion","Hide Artifacts"
10265,"A process attempted to schedule a task to launch an unusual script. Malware schedule tasks to maintain persistence. If this task is unexpected, investigate the process tree and look for similar tasks launching.",Unknown,UnusualScriptScheduledTask,"Keep Access","1698430764.0","establish_persistence","Establish Persistence",70,True,Persistence,"Scheduled Task/Job"
10266,"A process attempted to schedule a task to launch an unusual command. Malware schedule tasks to maintain persistence. If this task is unexpected, investigate the process tree and look for similar tasks launching.",Unknown,UnusualCmdScheduledTask,"Keep Access","1698429517.0","establish_persistence","Establish Persistence",70,True,Persistence,"Scheduled Task/Job"
10267,"A process attempted to schedule a task to launch an unusual file. Malware schedule tasks to maintain persistence. If this task is unexpected, investigate the file tasked to launch and determine if the unusual file is malware.",Unknown,UnusualFileScheduledTask,"Keep Access","1698430764.0","establish_persistence","Establish Persistence",70,True,Persistence,"Scheduled Task/Job"
10268,"A word processor scheduled a task. Some malicious documents contain macros that schedule malicious tasks. Review the document responsible for scheduling the task.",Unknown,WordScheduledTask,"Keep Access","1698429517.0","establish_persistence","Establish Persistence",70,True,Persistence,"Scheduled Task/Job"
10269,"An application that doesn't usually schedule tasks scheduled one. Malware schedule tasks to maintain persistence. If this task is unexpected, investigate the process responsible for scheduling the task.",Unknown,UnusualScheduledTask,"Keep Access","1698430764.0","establish_persistence","Establish Persistence",70,True,Persistence,"Scheduled Task/Job"
10270,"Windows Event Viewer launched an unexpected child with elevated privileges. This might be the result of an adversary changing a registry key to facilitate a User Account Control (UAC) bypass. Investigate the process tree and review the host registry keys.",Installation,EventVwrUacBypass,"Gain Access","1698429517.0","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Bypass User Account Control"
10271,"A process unexpectedly launched sysprep. Sysprep runs in an elevated context, so this might be an adversary escalating privileges. Investigate the process tree.",Installation,SysprepUacBypass,"Gain Access","1698430764.0","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Bypass User Account Control"
10272,"Feature on Demand Helper (fodhelper) launched an unexpected child with elevated privileges. This might be the result of an adversary changing a registry key to facilitate a User Account Control (UAC) bypass. Investigate the process tree and review the host registry keys.",Installation,FodHelperUacBypass,"Gain Access","1698429517.0","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Bypass User Account Control"
10273,"Microsoft Management Console (MMC) launched an unexpected child process. An adversary might have leveraged MMC to facilitate a User Account Control (UAC) bypass. Investigate the process tree.",Installation,MmcUacBypass,"Gain Access","1698430764.0","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Bypass User Account Control"
10274,"A script launched cacls to modify access permissions on a file. The file might be a malicious payload. Review the script and the file.",Installation,CaclsPrivEsc,"Gain Access","1698429517.0","privilege_escalation","Privilege escalation",70,True,"Privilege Escalation","Services File Permissions Weakness"
10275,"A suspicious script launched under a productivity application. If this script is unexpected, it might be part of a malicious phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ProdAppScriptPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10276,"A productivity application launched an unexpected process. This might be part of a malicious phishing campaign. Review the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ProdAppUnexpectProcPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10277,"A suspicious PowerShell script launched under a productivity application. If this script is unexpected, it might be part of a malicious phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ProdAppPShellPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10278,"A PowerShell script launched under Microsoft Word. If this script is unexpected, it might be part of a phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,WordPShellPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10279,"A PowerShell process downloaded a remote file under a productivity application. This is often the result of a malicious macro designed to drop a variety of second stage payloads. Investigate the process tree.",Exploitation,ProdAppPShellDownloadPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10280,"A process with an obfuscated command line launched under a productivity application. The process appears to be using certutil to decode a malicious payload. Review the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ProdAppObfCmdPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10281,"A PowerShell script launched under Microsoft Excel. If this script is unexpected, it might be part of a malicious phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ExcelPShellPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10282,"A PowerShell script launched under Microsoft Powerpoint. If this script is unexpected, it might be part of a malicious phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,PwrpntPShellPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10283,"A script, originated from a compressed file, launched under an email application. This might indicate a phishing attack. Investigate the process tree and determine the script execution source.",Exploitation,EmailCompressedScriptPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10284,"Rundll32 launched with unusual arguments under a productivity application. This might indicate a phishing attack, and rundll32 might be hollowed out as a target for a malicious injection. Review the command line and the process tree.",Exploitation,ProdAppRundll32Phishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10285,"An obfuscated PowerShell script launched under Microsoft Word. If this script is unexpected, it might be part of a phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,WordObfPShellPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10286,"Mshta launched under Microsoft Word and appears to be accessing a remote resource. This might result from a malicious macro in a lure document. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,WordMshtaRemotePhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
